City,Total_cases,Total_deaths,Total_tests,Active_cases,Date
Washington ,40435,1424,668466,26138,07-11-2020
Colorado ,36191,1724,382859,23262,07-11-2020
Mississippi ,35419,1230,347152,12022,07-11-2020
Wisconsin ,34753,814,670164,6610,07-11-2020
Iowa ,34529,748,365447,7699,07-11-2020
Utah ,28223,207,395974,11755,07-11-2020
Missouri ,28177,1109,503004,21147,07-11-2020
Veteran Affairs ,28070,1776,365880,5935,07-11-2020
Nevada ,26838,592,425027,9268,07-11-2020
Arkansas ,26803,313,369649,5848,07-11-2020
Nebraska ,20777,286,204091,4992,07-11-2020
Oklahoma ,19779,421,423285,4222,07-11-2020
Kansas ,18723,294,217779,7459,07-11-2020
Kentucky ,18670,620,470548,12792,07-11-2020
Rhode Island ,17312,976,270784,14651,07-11-2020
New Mexico ,14549,539,403581,7829,07-11-2020
Delaware ,12743,517,132708,5277,07-11-2020
Oregon ,11454,232,286197,8213,07-11-2020
District Of Columbia ,10801,568,120884,8530,07-11-2020
Idaho ,9928,101,121640,6761,07-11-2020
Puerto Rico ,9366,167,359473,7840,07-11-2020
Federal Prisons ,8749,95,26958,2904,07-11-2020
Navajo Nation ,8098,396,57980,4571,07-11-2020
South Dakota ,7401,107,88542,886,07-11-2020
New Hampshire ,5991,390,153488,704,07-11-2020
North Dakota ,4243,87,120851,623,07-11-2020
West Virginia ,4074,95,203712,1216,07-11-2020
Maine ,3520,112,125917,436,07-11-2020
Wyoming ,1839,21,55991,491,07-11-2020
Montana ,1677,29,113359,784,07-11-2020
Alaska ,1323,17,141931,718,07-11-2020
Vermont ,1283,56,74098,161,07-11-2020
Hawaii ,1158,19,109096,292,07-11-2020
Guam ,310,5,17000,103,07-11-2020
United States Virgin Islands ,167,6,3865,69,07-11-2020
Northern Mariana Islands ,31,2,11335,10,07-11-2020
New York ,427402,32400,4673195,217494,07-12-2020
California ,319985,7030,5275695,227398,07-12-2020
Florida ,269811,4242,2576813,232919,07-12-2020
Texas ,259465,3228,2710290,128357,07-12-2020
New Jersey ,180816,15603,1685604,86157,07-12-2020
Illinois ,154094,7369,1944088,31278,07-12-2020
Arizona ,122467,2237,878241,105836,07-12-2020
Georgia ,114401,2996,1245239,93715,07-12-2020
Massachusetts ,111398,8310,1020454,8741,07-12-2020
Pennsylvania ,99478,6958,924284,19610,07-12-2020
North Carolina ,85701,1523,1199575,28860,07-12-2020
Louisiana ,78122,3421,934995,28367,07-12-2020
Michigan ,76370,6313,1475261,16190,07-12-2020
Maryland ,73109,3319,786786,64600,07-12-2020
Virginia ,70670,1966,885504,59394,07-12-2020
Ohio ,64230,3041,979149,17088,07-12-2020
Tennessee ,61006,738,1006616,24833,07-12-2020
South Carolina ,56485,951,553738,34578,07-12-2020
Alabama ,53587,1121,510827,26683,07-12-2020
Indiana ,51612,2760,564647,10411,07-12-2020
Connecticut ,47287,4348,556230,26054,07-12-2020
Minnesota ,42281,1540,755052,4159,07-12-2020
Washington ,40790,1424,668466,26482,07-12-2020
Colorado ,36591,1725,389099,23661,07-12-2020
Mississippi ,36287,1249,347152,12871,07-12-2020
Wisconsin ,35679,821,682183,6949,07-12-2020
Iowa ,35006,749,372135,8051,07-12-2020
Utah ,28855,212,405352,11746,07-12-2020
Missouri ,28745,1117,523945,21523,07-12-2020
Veteran Affairs ,28416,1782,365880,5649,07-12-2020
Arkansas ,27864,319,376565,6355,07-12-2020
Nevada ,27683,593,434401,9324,07-12-2020
Nebraska ,20998,285,208338,4989,07-12-2020
Oklahoma ,20235,422,423285,4328,07-12-2020
Kentucky ,19121,622,475983,13177,07-12-2020
Kansas ,18890,295,217779,7399,07-12-2020
Rhode Island ,17312,976,270784,14651,07-12-2020
New Mexico ,14773,543,410754,7959,07-12-2020
Delaware ,12804,517,134115,5285,07-12-2020
Oregon ,11851,232,292183,8610,07-12-2020
District Of Columbia ,10847,568,124050,8562,07-12-2020
Idaho ,10505,102,124531,7289,07-12-2020
Puerto Rico ,9654,167,359473,8128,07-12-2020
Federal Prisons ,8949,95,27441,3102,07-12-2020
Navajo Nation ,8098,396,58500,4571,07-12-2020
South Dakota ,7454,109,89606,875,07-12-2020
New Hampshire ,6024,391,154777,620,07-12-2020
North Dakota ,4334,87,122479,677,07-12-2020
West Virginia ,4207,96,204914,1313,07-12-2020
Maine ,3539,114,127536,431,07-12-2020
Wyoming ,1862,21,56102,480,07-12-2020
Montana ,1758,29,114661,864,07-12-2020
Alaska ,1385,17,143376,770,07-12-2020
Vermont ,1296,56,75032,174,07-12-2020
Hawaii ,1200,19,111318,309,07-12-2020
Guam ,310,5,17000,103,07-12-2020
United States Virgin Islands ,181,6,4095,82,07-12-2020
Northern Mariana Islands ,33,2,11335,12,07-12-2020
New York ,428090,32444,4724882,208822,07-13-2020
California ,327687,7053,5406599,234347,07-13-2020
Florida ,282435,4277,2642613,245508,07-13-2020
Texas ,265556,3260,2757859,129658,07-13-2020
New Jersey ,181143,15634,1700385,83824,07-13-2020
Illinois ,155048,7388,1982982,31915,07-13-2020
Arizona ,123824,2245,892480,106750,07-13-2020
Georgia ,116926,3001,1266240,95505,07-13-2020
Massachusetts ,111597,8325,1032085,8925,07-13-2020
Pennsylvania ,99955,6963,931474,19638,07-13-2020
North Carolina ,87528,1533,1220486,30677,07-13-2020
Louisiana ,79827,3428,953426,30065,07-13-2020
Michigan ,76776,6314,1499089,17621,07-13-2020
Maryland ,73527,3325,818993,64972,07-13-2020
Virginia ,71642,1968,895868,60344,07-13-2020
Ohio ,65628,3063,1002463,17902,07-13-2020
Tennessee ,61960,741,1017498,25364,07-13-2020
South Carolina ,56648,961,538022,34731,07-13-2020
Alabama ,55545,1124,518827,28638,07-13-2020
Indiana ,52037,2762,564647,10652,07-13-2020
Connecticut ,47287,4348,556230,26054,07-13-2020
Minnesota ,42772,1542,768989,4031,07-13-2020
Washington ,41405,1424,668466,26759,07-13-2020
Colorado ,36913,1725,396303,23015,07-13-2020
Mississippi ,36680,1250,356963,9498,07-13-2020
Wisconsin ,36448,821,689800,7309,07-13-2020
Iowa ,35502,753,376500,8170,07-13-2020
Utah ,29484,215,413058,11966,07-13-2020
Missouri ,29079,1117,535616,21857,07-13-2020
Veteran Affairs ,28717,1791,365880,5802,07-13-2020
Nevada ,28515,593,443136,9424,07-13-2020
Arkansas ,28367,321,382402,6455,07-13-2020
Nebraska ,21172,285,211901,5027,07-13-2020
Oklahoma ,20745,424,423285,4506,07-13-2020
Kentucky ,19389,625,475983,13442,07-13-2020
Kansas ,19161,296,217779,7596,07-13-2020
Rhode Island ,17487,984,282725,14818,07-13-2020
New Mexico ,15028,545,418357,8161,07-13-2020
Delaware ,12879,517,136428,5242,07-13-2020
Oregon ,12170,234,296172,8927,07-13-2020
District Of Columbia ,10906,568,130220,8582,07-13-2020
Idaho ,10902,102,124531,7686,07-13-2020
Puerto Rico ,10010,167,359473,8484,07-13-2020
Federal Prisons ,9030,95,27954,3180,07-13-2020
Navajo Nation ,8142,396,59331,4615,07-13-2020
South Dakota ,7499,109,90608,868,07-13-2020
New Hampshire ,6054,391,156428,636,07-13-2020
North Dakota ,4334,87,122479,677,07-13-2020
West Virginia ,4259,96,207595,1344,07-13-2020
Maine ,3558,114,131698,436,07-13-2020
Wyoming ,1862,21,56102,469,07-13-2020
Montana ,1843,32,114661,946,07-13-2020
Alaska ,1479,17,145475,847,07-13-2020
Vermont ,1301,56,75851,156,07-13-2020
Hawaii ,1220,19,112882,311,07-13-2020
Guam ,312,5,17000,105,07-13-2020
United States Virgin Islands ,206,6,4296,104,07-13-2020
Northern Mariana Islands ,33,2,11335,12,07-13-2020
New York ,429044,32461,4784927,200403,07-14-2020
California ,336037,7101,5544365,239824,07-14-2020
Florida ,291629,4409,2688366,253460,07-14-2020
Texas ,274712,3340,2820803,134953,07-14-2020
New Jersey ,181601,15658,1721231,80423,07-14-2020
Illinois ,155931,7394,2012994,32698,07-14-2020
Arizona ,128097,2337,899994,110506,07-14-2020
Georgia ,120569,3026,1293302,98358,07-14-2020
Massachusetts ,111827,8330,1040987,9150,07-14-2020
Pennsylvania ,100648,6978,947283,19949,07-14-2020
North Carolina ,89484,1551,1220486,32615,07-14-2020
Louisiana ,82051,3448,976455,32269,07-14-2020
Michigan ,77198,6321,1517856,18036,07-14-2020
Maryland ,74260,3334,834408,65696,07-14-2020
Virginia ,72443,1977,913295,61043,07-14-2020
Ohio ,66891,3069,1020811,18628,07-14-2020
Tennessee ,65274,749,1053424,27529,07-14-2020
South Carolina ,58168,972,553515,36240,07-14-2020
Alabama ,57255,1164,518827,30308,07-14-2020
Indiana ,52685,2775,578409,10996,07-14-2020
Connecticut ,47510,4371,587331,26254,07-14-2020
Minnesota ,43170,1548,777614,3873,07-14-2020
Washington ,42741,1438,708274,27639,07-14-2020
Mississippi ,37542,1272,363662,10338,07-14-2020
Colorado ,37242,1727,401942,22944,07-14-2020
Wisconsin ,36942,821,696421,7451,07-14-2020
Iowa ,35831,757,381290,8193,07-14-2020
Missouri ,30049,1133,546272,22646,07-14-2020
Utah ,30030,216,418335,12086,07-14-2020
Nevada ,29619,612,443136,10099,07-14-2020
Veteran Affairs ,29340,1813,376523,5675,07-14-2020
Arkansas ,28939,323,389505,6510,07-14-2020
Oklahoma ,21738,428,444852,4675,07-14-2020
Nebraska ,21399,288,216481,5086,07-14-2020
Kansas ,20241,298,231175,8639,07-14-2020
Kentucky ,19653,629,480372,13680,07-14-2020
Rhode Island ,17588,985,282725,14912,07-14-2020
New Mexico ,15291,548,424355,8380,07-14-2020
Delaware ,12969,518,139363,5312,07-14-2020
Oregon ,12438,237,300069,9107,07-14-2020
Idaho ,11402,102,129540,8038,07-14-2020
District Of Columbia ,10946,568,130220,8622,07-14-2020
Puerto Rico ,10123,169,359473,8595,07-14-2020
Federal Prisons ,9223,96,28196,3371,07-14-2020
Navajo Nation ,8243,401,60586,4711,07-14-2020
South Dakota ,7524,109,91378,872,07-14-2020
New Hampshire ,6068,391,157666,621,07-14-2020
North Dakota ,4493,88,123878,752,07-14-2020
West Virginia ,4316,97,211006,1336,07-14-2020
Maine ,3566,114,133231,390,07-14-2020
Montana ,1952,34,118695,1043,07-14-2020
Wyoming ,1904,21,56993,471,07-14-2020
Alaska ,1539,17,146590,902,07-14-2020
Vermont ,1305,56,76581,153,07-14-2020
Hawaii ,1243,22,114109,310,07-14-2020
Guam ,312,5,17476,105,07-14-2020
United States Virgin Islands ,206,6,4296,104,07-14-2020
Northern Mariana Islands ,33,2,11335,12,07-14-2020
New York ,429278,32462,4784927,200636,07-15-2020
California ,346589,7243,5674955,247848,07-15-2020
Florida ,301810,4521,2739169,263070,07-15-2020
Texas ,285772,3471,2864541,139903,07-15-2020
New Jersey ,181773,15662,1721231,80591,07-15-2020
Illinois ,156638,7419,2041440,32988,07-15-2020
Arizona ,131354,2434,936277,113242,07-15-2020
Georgia ,123963,3054,1317147,100939,07-15-2020
Massachusetts ,112130,8340,1053595,9443,07-15-2020
Pennsylvania ,101732,7003,968649,20293,07-15-2020
North Carolina ,91266,1586,1284637,22556,07-15-2020
Louisiana ,84133,3463,1001200,27382,07-15-2020
Michigan ,77864,6326,1539360,17671,07-15-2020
Maryland ,75016,3341,855941,66437,07-15-2020
Virginia ,73527,1992,928868,62008,07-15-2020
Ohio ,68059,3076,1039767,18701,07-15-2020
Tennessee ,66788,767,1071320,27749,07-15-2020
South Carolina ,60389,993,563948,35547,07-15-2020
Alabama ,59067,1211,540207,32073,07-15-2020
Indiana ,53370,2785,586589,11430,07-15-2020
Connecticut ,47530,4372,589778,25452,07-15-2020
Minnesota ,43742,1558,790497,4005,07-15-2020
Washington ,43577,1404,718234,28305,07-15-2020
Wisconsin ,38727,827,725026,8625,07-15-2020
Colorado ,37686,1738,406967,22910,07-15-2020
Mississippi ,37542,1272,363662,10338,07-15-2020
Iowa ,36161,760,384765,8296,07-15-2020
Missouri ,31209,1144,556202,23605,07-15-2020
Utah ,30478,226,424521,12141,07-15-2020
Veteran Affairs ,30113,1825,384015,5840,07-15-2020
Arkansas ,29733,331,395212,6558,07-15-2020
Nevada ,29619,612,452381,9237,07-15-2020
Oklahoma ,21738,428,444852,4675,07-15-2020
Nebraska ,21717,286,219996,5226,07-15-2020
Kansas ,20302,298,231175,8277,07-15-2020
Kentucky ,20223,635,494343,14199,07-15-2020
Rhode Island ,17640,987,293844,14961,07-15-2020
New Mexico ,15514,551,430006,8534,07-15-2020
Delaware ,13050,521,141600,5345,07-15-2020
Oregon ,12805,244,304802,9432,07-15-2020
Idaho ,11718,103,133142,8255,07-15-2020
District Of Columbia ,11026,571,133916,8681,07-15-2020
Puerto Rico ,10379,171,359473,8849,07-15-2020
Federal Prisons ,9529,96,29067,3623,07-15-2020
Navajo Nation ,8290,401,63771,4758,07-15-2020
South Dakota ,7572,109,92164,864,07-15-2020
New Hampshire ,6091,392,158875,598,07-15-2020
North Dakota ,4565,88,126564,717,07-15-2020
West Virginia ,4463,97,215450,1384,07-15-2020
Maine ,3578,114,135727,385,07-15-2020
Montana ,2096,34,123758,1147,07-15-2020
Wyoming ,1951,22,57245,467,07-15-2020
Alaska ,1579,17,149473,920,07-15-2020
Vermont ,1318,56,77624,163,07-15-2020
Hawaii ,1264,22,116275,321,07-15-2020
Guam ,313,5,17671,98,07-15-2020
United States Virgin Islands ,243,6,5079,125,07-15-2020
Northern Mariana Islands ,36,2,11335,15,07-15-2020
New York ,430277,32495,4848525,192652,07-16-2020
California ,355285,7374,5793276,252754,07-16-2020
Florida ,315775,4677,2819000,276879,07-16-2020
Texas ,298007,3625,2924288,145106,07-16-2020
New Jersey ,182094,15705,1742347,77519,07-16-2020
Illinois ,157825,7427,2079601,34042,07-16-2020
Arizona ,134613,2492,936277,115966,07-16-2020
Georgia ,127834,3091,1342066,104773,07-16-2020
Massachusetts ,112347,8368,1064903,8589,07-16-2020
Pennsylvania ,102680,7034,968649,21210,07-16-2020
North Carolina ,93426,1604,1284637,24698,07-16-2020
Louisiana ,86411,3485,1001200,29638,07-16-2020
Michigan ,78913,6330,1575162,18716,07-16-2020
Maryland ,75664,3347,855941,67079,07-16-2020
Virginia ,74431,2007,946617,62780,07-16-2020
Ohio ,69371,3083,1058599,18985,07-16-2020
Tennessee ,69061,783,1097053,28421,07-16-2020
South Carolina ,62245,998,572823,37398,07-16-2020
Alabama ,61000,1228,550179,30036,07-16-2020
Indiana ,54080,2795,595558,11714,07-16-2020
Connecticut ,47636,4380,602116,25550,07-16-2020
Washington ,44350,1425,733886,28849,07-16-2020
Minnesota ,44347,1566,805212,4491,07-16-2020
Mississippi ,39797,1308,370454,12557,07-16-2020
Wisconsin ,39627,831,739297,8873,07-16-2020
Colorado ,38155,1744,413187,23126,07-16-2020
Iowa ,36980,777,394543,8843,07-16-2020
Missouri ,32155,1150,569393,24545,07-16-2020
Utah ,30891,233,432080,12065,07-16-2020
Veteran Affairs ,30804,1842,391181,5880,07-16-2020
Nevada ,30468,618,457522,9156,07-16-2020
Arkansas ,30297,335,400144,6439,07-16-2020
Oklahoma ,23441,438,460246,4908,07-16-2020
Nebraska ,21979,291,223482,5364,07-16-2020
Kansas ,21151,304,239374,9007,07-16-2020
Kentucky ,20677,645,498179,14557,07-16-2020
Rhode Island ,17711,988,292662,15016,07-16-2020
New Mexico ,15841,557,437005,8788,07-16-2020
Delaware ,13114,521,143388,5357,07-16-2020
Oregon ,13081,247,311111,9673,07-16-2020
Idaho ,12445,110,136055,8822,07-16-2020
District Of Columbia ,11076,574,137944,8693,07-16-2020
Puerto Rico ,10574,172,359473,9043,07-16-2020
Federal Prisons ,9730,96,29896,3681,07-16-2020
Navajo Nation ,8370,405,64955,4834,07-16-2020
South Dakota ,7652,111,93543,878,07-16-2020
New Hampshire ,6113,394,160214,594,07-16-2020
North Dakota ,4668,89,128056,783,07-16-2020
West Virginia ,4591,99,217786,1493,07-16-2020
Maine ,3598,114,135727,390,07-16-2020
Montana ,2231,35,127840,1226,07-16-2020
Wyoming ,1985,22,57629,457,07-16-2020
Alaska ,1631,17,156093,945,07-16-2020
Vermont ,1325,56,79040,158,07-16-2020
Hawaii ,1292,22,118842,319,07-16-2020
Guam ,314,5,17961,96,07-16-2020
United States Virgin Islands ,249,6,5453,123,07-16-2020
Northern Mariana Islands ,36,2,11335,15,07-16-2020
New York ,432066,32527,4999449,177079,07-17-2020
California ,365125,7491,5915508,260423,07-17-2020
Florida ,327241,4805,2884245,287288,07-17-2020
Texas ,313060,3770,2992102,153351,07-17-2020
New Jersey ,182532,15736,1768928,71236,07-17-2020
Illinois ,159082,7452,2122607,34882,07-17-2020
Arizona ,138523,2583,969837,119256,07-17-2020
Georgia ,131275,3104,1369484,107399,07-17-2020
Massachusetts ,112581,8380,1078972,8811,07-17-2020
Pennsylvania ,103556,7062,999390,21676,07-17-2020
North Carolina ,95477,1622,1312757,26731,07-17-2020
Louisiana ,88590,3511,1043940,31791,07-17-2020
Michigan ,79839,6348,1604845,19624,07-17-2020
Maryland ,76371,3359,872732,67726,07-17-2020
Virginia ,75433,2013,964222,63537,07-17-2020
Tennessee ,71540,796,1123038,29494,07-17-2020
Ohio ,70601,3103,1084732,19168,07-17-2020
South Carolina ,64083,1070,587567,39164,07-17-2020
Alabama ,63091,1265,562135,32090,07-17-2020
Indiana ,54813,2803,595558,12006,07-17-2020
Connecticut ,47750,4389,613569,24946,07-17-2020
Washington ,45559,1432,753174,29759,07-17-2020
Minnesota ,45013,1573,819511,4872,07-17-2020
Wisconsin ,40507,833,752704,9119,07-17-2020
Mississippi ,39797,1308,377756,12557,07-17-2020
Colorado ,38726,1745,421313,23227,07-17-2020
Iowa ,37669,782,403013,9319,07-17-2020
Missouri ,33006,1153,581364,25229,07-17-2020
Nevada ,31915,626,465682,9557,07-17-2020
Utah ,31845,234,439528,12397,07-17-2020
Veteran Affairs ,31375,1857,391181,5731,07-17-2020
Arkansas ,31114,341,406849,6578,07-17-2020
Oklahoma ,24140,445,468644,4929,07-17-2020
Nebraska ,22134,299,226452,5334,07-17-2020
Kansas ,21263,305,239374,8841,07-17-2020
Kentucky ,21083,650,507197,14933,07-17-2020
Rhode Island ,17793,990,304770,15092,07-17-2020
New Mexico ,16138,562,443368,8998,07-17-2020
Oregon ,13510,249,318244,10062,07-17-2020
Delaware ,13337,521,144870,5501,07-17-2020
Idaho ,13133,114,139481,9343,07-17-2020
Puerto Rico ,11120,177,359473,9584,07-17-2020
District Of Columbia ,11115,577,140242,8695,07-17-2020
Federal Prisons ,9875,96,30498,3778,07-17-2020
Navajo Nation ,8486,407,64955,4948,07-17-2020
South Dakota ,7694,115,94037,842,07-17-2020
New Hampshire ,6139,395,165088,608,07-17-2020
West Virginia ,4710,100,219052,1482,07-17-2020
North Dakota ,4668,89,128056,783,07-17-2020
Maine ,3636,115,138334,427,07-17-2020
Montana ,2366,37,130404,1337,07-17-2020
Wyoming ,2026,24,60203,462,07-17-2020
Alaska ,1693,17,163022,988,07-17-2020
Vermont ,1334,56,79040,167,07-17-2020
Hawaii ,1311,22,121512,314,07-17-2020
Guam ,314,5,18148,95,07-17-2020
United States Virgin Islands ,263,6,6165,131,07-17-2020
Northern Mariana Islands ,37,2,11335,16,07-17-2020
New York ,433063,32550,5069266,170138,07-18-2020
California ,374522,7613,6044099,265348,07-18-2020
Florida ,337569,4898,2935521,295261,07-18-2020
Texas ,322556,3932,3067620,156433,07-18-2020
New Jersey ,182886,15770,1781450,68336,07-18-2020
Illinois ,160509,7465,2166299,14876,07-18-2020
Arizona ,141265,2730,969837,121351,07-18-2020
Georgia ,135183,3132,1392154,110491,07-18-2020
Massachusetts ,112879,8402,1092734,9087,07-18-2020
Pennsylvania ,104485,7076,1011265,21806,07-18-2020
North Carolina ,97958,1634,1379143,29200,07-18-2020
Louisiana ,88590,3511,1043940,31791,07-18-2020
Michigan ,80593,6355,1638290,20371,07-18-2020
Maryland ,77206,3368,896990,68552,07-18-2020
Virginia ,76373,2025,978640,64372,07-18-2020
Tennessee ,73819,815,1149991,30270,07-18-2020
Ohio ,72321,3119,1112019,19900,07-18-2020
South Carolina ,66060,1096,601610,40059,07-18-2020
Alabama ,65234,1286,573441,34212,07-18-2020
Indiana ,55654,2820,614455,12413,07-18-2020
Connecticut ,47893,4396,627986,24212,07-18-2020
Washington ,46506,1442,767657,30204,07-18-2020
Minnesota ,45470,1578,835962,4582,07-18-2020
Mississippi ,40829,1332,385377,13565,07-18-2020
Wisconsin ,40507,833,752704,8416,07-18-2020
Colorado ,39344,1751,427699,23323,07-18-2020
Iowa ,37904,787,403726,9311,07-18-2020
Nevada ,34477,646,480442,10920,07-18-2020
Missouri ,33902,1159,590161,25934,07-18-2020
Utah ,32572,235,447806,12475,07-18-2020
Veteran Affairs ,32131,1873,404329,6194,07-18-2020
Arkansas ,31762,353,413005,6633,07-18-2020
Oklahoma ,25056,451,479547,5419,07-18-2020
Nebraska ,22361,301,231407,5395,07-18-2020
Kansas ,22191,305,249353,9708,07-18-2020
Kentucky ,21605,658,522267,14175,07-18-2020
Rhode Island ,17793,990,304770,15086,07-18-2020
New Mexico ,16456,565,452298,9237,07-18-2020
Oregon ,13802,254,323478,10323,07-18-2020
Idaho ,13752,118,141636,9807,07-18-2020
Delaware ,13429,523,148610,5591,07-18-2020
Puerto Rico ,11453,178,359473,9916,07-18-2020
District Of Columbia ,11194,578,141607,8753,07-18-2020
